,Employee ID,Full Name,Job Title,Department,Business Unit,Gender,Ethnicity,Age,Hire Date,Annual Salary,Bonus %,Country,City
200,E02202,Charles Ramos,Sr. Analyst,Accounting,Corporate,Male,Latino,57.0,4/4/2010,"$74,597 ",0%,United States,Austin
201,E02203,Ellie Wilson,Director,IT,Manufacturing,Female,Caucasian,65.0,8/31/1996,"$164,102 ",30%,United States,Columbus
202,E02204,Peyton Powell,System Administrator,IT,Research & Development,Female,Caucasian,44.0,2/16/2003,"$74,431 ",0%,United States,Phoenix
203,E02205,Hailey Rojas,Analyst,Finance,Specialty Products,Female,Latino,52.0,7/15/2014,"$43,378 ",0%,United States,Miami
204,E02206,Kai Singh,Analyst,Finance,Corporate,Male,Asian,52.0,4/19/2001,"$47,587 ",0%,United States,Chicago
205,E02207,Ryan Rivera,Director,Human Resources,Specialty Products,Male,Latino,53.0,11/29/2001,"$179,983 ",16%,United States,Phoenix
206,E02208,Everett Lu,Manager,Marketing,Research & Development,Male,Asian,31.0,11/28/2021,"$115,565 ",6%,United States,Phoenix
207,E02209,Layla Nunez,Manager,Finance,Manufacturing,Female,Latino,63.0,9/10/2017,"$126,064 ",5%,United States,Miami
208,E02210,Liliana Collins,Sr. Manager,Human Resources,Specialty Products,Female,Black,39.0,1/18/2013,"$151,666 ",13%,United States,Chicago
209,E02211,Ezekiel Jenkins,Service Desk Analyst,IT,Specialty Products,Male,Caucasian,63.0,4/11/2000,"$99,215 ",0%,United States,Seattle
210,E02212,Christopher Wang,Cloud Infrastructure Architect,IT,Manufacturing,Male,Asian,27.0,8/23/2020,"$71,502 ",0%,China,Chongqing
211,E02213,Savannah Rodriguez,Director,Sales,Corporate,Female,Latino,30.0,11/18/2022,"$168,050 ",24%,Brazil,Manaus
212,E02214,Lyla Turner,Sr. Manager,Sales,Specialty Products,Female,Caucasian,51.0,11/7/2003,"$130,862 ",12%,United States,Seattle
213,E02215,Adrian Ngo,Enterprise Architect,IT,Research & Development,Male,Asian,58.0,9/19/2021,"$85,716 ",0%,China,Chongqing
214,E02216,Aria Juarez,Director,Finance,Corporate,Female,Latino,62.0,7/30/2011,"$185,026 ",24%,Brazil,Manaus
215,E02217,Audrey Ramos,Vice President,Sales,Manufacturing,Female,Latino,27.0,12/9/2021,"$182,403 ",30%,Brazil,Sao Paulo
216,E02218,Hazel Cho,Vice President,Accounting,Corporate,Female,Asian,63.0,8/12/2004,"$193,531 ",40%,China,Shanghai
217,E02219,Iris Chung,Manager,IT,Research & Development,Female,Asian,52.0,3/12/2013,"$128,301 ",6%,China,Beijing
218,E02220,Thomas Rodriguez,Analyst,Finance,Manufacturing,Male,Latino,36.0,10/9/2019,"$51,669 ",0%,Brazil,Rio de Janeiro
219,E02221,Avery Lo,Automation Engineer,Engineering,Research & Development,Female,Asian,47.0,1/26/2001,"$104,289 ",0%,United States,Seattle
220,E02222,Gabriel Bell,Cloud Infrastructure Architect,IT,Specialty Products,Male,Caucasian,27.0,3/21/2021,"$70,181 ",0%,United States,Phoenix
221,E02223,Gianna Walker,Computer Systems Manager,IT,Corporate,Female,Caucasian,45.0,3/23/2021,"$92,317 ",6%,United States,Austin
222,E02224,Axel Bailey,Sr. Analyst,Marketing,Corporate,Male,Black,47.0,12/7/2022,"$99,382 ",0%,United States,Chicago
223,E02225,Scarlett Green,Network Engineer,IT,Specialty Products,Female,Caucasian,26.0,4/21/2020,"$67,702 ",0%,United States,Seattle
224,E02226,Jackson Wong,Analyst II,Finance,Research & Development,Male,Asian,58.0,12/26/2006,"$53,133 ",0%,China,Chengdu
225,E02227,Eva Jimenez,Operations Engineer,Engineering,Corporate,Female,Latino,60.0,4/13/1998,"$110,554 ",0%,Brazil,Sao Paulo
226,E02228,Ian Ma,Manager,Finance,Corporate,Male,Asian,45.0,7/9/2010,"$109,221 ",9%,United States,Austin
227,E02229,Luna Castro,IT Systems Architect,IT,Specialty Products,Female,Latino,45.0,2/1/2007,"$88,933 ",0%,United States,Columbus
228,E02230,Nolan Brooks,Business Partner,Human Resources,Manufacturing,Male,Caucasian,40.0,11/8/2014,"$49,342 ",0%,United States,Seattle
229,E02231,Jayden Jones,Cloud Infrastructure Architect,IT,Manufacturing,Male,Caucasian,27.0,7/9/2022,"$74,587 ",0%,United States,Austin
230,E02232,Asher Hsu,Sr. Analyst,Accounting,Manufacturing,Male,Asian,36.0,3/13/2020,"$80,757 ",0%,China,Chongqing
231,E02233,Greyson Lim,Director,Finance,Corporate,Male,Asian,28.0,10/12/2022,"$198,662 ",25%,China,Beijing
232,E02234,Chloe Miller,Sr. Manager,Marketing,Manufacturing,Female,Black,57.0,8/12/2021,"$142,506 ",11%,United States,Austin
233,E02235,Jaxson Brooks,Network Architect,IT,Manufacturing,Male,Black,57.0,7/15/2022,"$77,028 ",0%,United States,Seattle
234,E02236,Jack Perez,Cloud Infrastructure Architect,IT,Research & Development,Male,Latino,30.0,1/9/2017,"$80,389 ",0%,Brazil,Manaus
235,E02237,Ruby Reed,Vice President,Engineering,Specialty Products,Female,Caucasian,26.0,1/23/2022,"$249,062 ",39%,United States,Miami
236,E02238,Ivy Rojas,IT Coordinator,IT,Corporate,Female,Latino,53.0,1/8/2013,"$52,675 ",0%,Brazil,Manaus
237,E02239,Hudson Wong,Sr. Account Representative,Sales,Manufacturing,Male,Asian,59.0,5/11/2014,"$83,365 ",0%,China,Chongqing
238,E02240,Ryan Yi,Solutions Architect,IT,Specialty Products,Male,Asian,56.0,8/17/2003,"$82,758 ",0%,United States,Seattle
239,E02241,Carter Simmons,Manager,IT,Corporate,Male,Caucasian,41.0,5/30/2012,"$126,406 ",10%,United States,Chicago
240,E02242,Emilia Xu,Manager,Marketing,Corporate,Female,Asian,46.0,1/24/2017,"$103,147 ",6%,United States,Miami
241,E02243,Adam Medina,IT Systems Architect,IT,Manufacturing,Male,Latino,49.0,10/4/2020,"$81,622 ",0%,United States,Chicago
242,E02244,Connor Howard,Systems Analyst,IT,Specialty Products,Male,Caucasian,42.0,3/15/2021,"$44,265 ",0%,United States,Austin
243,E02245,Audrey Duong,Vice President,Sales,Specialty Products,Female,Asian,55.0,3/3/1999,"$213,998 ",34%,United States,Miami
244,E02246,Landon Reyes,Director,IT,Research & Development,Male,Latino,44.0,8/23/2014,"$171,823 ",27%,United States,Columbus
245,E02247,Noah Ma,Vice President,Accounting,Manufacturing,Male,Asian,28.0,11/6/2018,"$201,013 ",31%,United States,Phoenix
246,E02248,Lucas Alexander,Director,IT,Manufacturing,Male,Black,41.0,9/20/2013,"$192,944 ",22%,United States,Miami
247,E02249,Henry Vo,Controls Engineer,Engineering,Manufacturing,Male,Asian,60.0,9/13/1996,"$81,699 ",0%,China,Beijing
248,E02250,Mila Han,Manager,Sales,Manufacturing,Female,Asian,54.0,11/14/2009,"$128,791 ",6%,United States,Miami
249,E02251,Genesis Herrera,Manager,IT,Research & Development,Female,Latino,34.0,10/3/2015,"$126,898 ",10%,Brazil,Manaus
250,E02252,Olivia Vazquez,Network Engineer,IT,Specialty Products,Female,Latino,53.0,4/13/2020,"$93,053 ",0%,Brazil,Sao Paulo
251,E02253,Leilani Ng,Systems Analyst,IT,Corporate,Female,Asian,48.0,9/19/2011,"$50,513 ",0%,United States,Seattle
252,E02254,Olivia Mendoza,Sr. Account Representative,Sales,Corporate,Female,Latino,43.0,5/7/2017,"$86,533 ",0%,United States,Columbus
253,E02255,Skylar Xu,Test Engineer,Engineering,Research & Development,Female,Asian,60.0,10/16/1997,"$72,806 ",0%,China,Chongqing
254,E02256,Eloise Williams,Vice President,Sales,Specialty Products,Female,Black,42.0,2/12/2019,"$258,115 ",36%,United States,Austin
255,E02257,Jackson Maldonado,Cloud Infrastructure Architect,IT,Manufacturing,Male,Latino,52.0,5/1/2008,"$63,444 ",0%,United States,Miami
256,E02258,Christian Harris,Engineering Manager,Engineering,Specialty Products,Male,Caucasian,50.0,2/21/1999,"$96,099 ",11%,United States,Chicago
257,E02259,Penelope Santos,IT Systems Architect,IT,Manufacturing,Female,Latino,37.0,3/1/2009,"$92,849 ",0%,United States,Chicago
258,E02260,Nicholas Zhou,Sr. Account Representative,Sales,Manufacturing,Male,Asian,58.0,10/28/2014,"$85,094 ",0%,China,Chengdu
259,E02261,Ayla Garza,Sr. Manager,Marketing,Corporate,Female,Latino,39.0,6/15/2017,"$156,224 ",14%,Brazil,Manaus
260,E02262,Carson Mai,Vice President,Accounting,Corporate,Male,Asian,50.0,4/15/1996,"$245,920 ",36%,United States,Columbus
261,E02263,Luna Lu,Analyst II,Marketing,Research & Development,Female,Asian,51.0,3/6/2007,"$50,214 ",0%,China,Beijing
262,E02264,Anthony Ho,Sr. Analyst,Marketing,Specialty Products,Male,Asian,31.0,1/11/2015,"$79,713 ",0%,China,Beijing
263,E02265,Clara Lopez,Director,IT,Research & Development,Female,Latino,52.0,8/9/1999,"$166,699 ",27%,Brazil,Sao Paulo
264,E02266,Melody Woods,Network Administrator,IT,Research & Development,Female,Caucasian,63.0,12/20/2010,"$78,788 ",0%,United States,Seattle
265,E02267,Matthew Simmons,Sr. Manager,Accounting,Research & Development,Male,Black,28.0,12/19/2022,"$142,797 ",10%,United States,Seattle
266,E02268,Gabriella Carrillo,Vice President,Finance,Research & Development,Female,Latino,39.0,7/16/2012,"$187,516 ",35%,Brazil,Sao Paulo
267,E02269,Lydia Juarez,Director,Finance,Specialty Products,Female,Latino,36.0,9/21/2013,"$156,029 ",15%,United States,Columbus
268,E02270,Ava Carrillo,Sr. Manager,Accounting,Specialty Products,Female,Latino,63.0,1/1/1999,"$149,582 ",14%,United States,Seattle
269,E02271,Elena Sharma,Director,Marketing,Corporate,Female,Asian,47.0,10/24/2014,"$163,922 ",21%,United States,Phoenix
270,E02272,Julia Ahmed,Vice President,Accounting,Research & Development,Female,Asian,43.0,11/14/2004,"$240,860 ",37%,United States,Chicago
271,E02273,Iris Vo,Manager,Human Resources,Specialty Products,Female,Asian,39.0,9/27/2018,"$128,497 ",7%,China,Chengdu
272,E02274,Hunter Yi,Automation Engineer,Engineering,Corporate,Male,Asian,55.0,5/10/2015,"$121,976 ",0%,China,Chongqing
273,E02275,Valentina Oh,Sr. Manager,Sales,Corporate,Female,Asian,32.0,7/12/2022,"$126,464 ",15%,United States,Miami
274,E02276,Kinsley Tran,Vice President,Accounting,Manufacturing,Female,Asian,53.0,9/5/2005,"$234,064 ",33%,China,Chengdu
275,E02277,Christian Hong,Sr. Analyst,Finance,Manufacturing,Male,Asian,59.0,1/16/2008,"$81,829 ",0%,China,Chongqing
276,E02278,Amelia Mehta,Director,Human Resources,Corporate,Female,Asian,26.0,4/21/2022,"$193,971 ",22%,United States,Chicago
277,E02279,Axel Leung,Business Partner,Human Resources,Corporate,Male,Asian,55.0,8/17/2001,"$47,696 ",0%,United States,Seattle
278,E02280,Lucas Lam,Manager,Accounting,Specialty Products,Male,Asian,34.0,7/17/2013,"$116,676 ",10%,China,Chengdu
279,E02281,Jose Thompson,Manager,Marketing,Corporate,Male,Caucasian,45.0,4/5/2012,"$104,162 ",9%,United States,Austin
280,E02282,Wesley Duong,Sr. Business Partner,Human Resources,Specialty Products,Male,Asian,29.0,4/14/2022,"$86,226 ",0%,United States,Seattle
281,E02283,Adeline Maldonado,Director,Marketing,Specialty Products,Female,Latino,45.0,5/30/2011,"$172,206 ",29%,Brazil,Sao Paulo
282,E02284,Elias Diaz,HRIS Analyst,Human Resources,Specialty Products,Male,Latino,34.0,4/6/2012,"$55,985 ",0%,United States,Seattle
283,E02285,Wyatt Aguilar,Technical Architect,IT,Corporate,Male,Latino,26.0,6/6/2021,"$61,481 ",0%,United States,Miami
284,E02286,Josephine Espinoza,Manager,Sales,Research & Development,Female,Latino,30.0,11/26/2017,"$124,295 ",7%,Brazil,Manaus
285,E02287,Adeline Lai,Sr. Manager,Sales,Research & Development,Female,Asian,55.0,2/8/1999,"$132,894 ",15%,United States,Chicago
286,E02288,Christopher Vu,Computer Systems Manager,IT,Corporate,Male,Asian,47.0,3/16/2002,"$88,839 ",5%,United States,Phoenix
287,E02289,Kai Vega,Automation Engineer,Engineering,Manufacturing,Male,Latino,51.0,6/16/2005,"$78,107 ",0%,Brazil,Manaus
288,E02290,Hailey Chin,Sr. Manager,IT,Corporate,Female,Asian,54.0,7/10/1993,"$135,642 ",10%,China,Beijing
289,E02291,Eleanor Xi,Sr. Manager,Sales,Corporate,Female,Asian,64.0,1/10/1997,"$147,853 ",11%,United States,Austin
290,E02292,Lily Molina,Manager,IT,Manufacturing,Female,Latino,40.0,9/15/2009,"$125,900 ",7%,United States,Seattle
291,E02293,Levi Vasquez,IT Coordinator,IT,Manufacturing,Male,Latino,27.0,2/10/2020,"$42,969 ",0%,United States,Phoenix
292,E02294,Elijah Washington,Vice President,Marketing,Manufacturing,Male,Caucasian,47.0,2/13/2022,"$214,303 ",40%,United States,Seattle
293,E02295,Gianna Park,Vice President,Accounting,Specialty Products,Female,Asian,28.0,12/19/2020,"$199,406 ",38%,China,Chengdu
294,E02296,Melody Leung,Vice President,Human Resources,Research & Development,Female,Asian,35.0,3/20/2015,"$182,436 ",37%,United States,Austin
295,E02297,Liliana Valdez,Computer Systems Manager,IT,Corporate,Female,Latino,59.0,10/1/1996,"$96,507 ",9%,United States,Seattle
296,E02298,Ezekiel Kumar,Field Engineer,Engineering,Manufacturing,Male,Asian,33.0,11/19/2015,"$82,906 ",0%,China,Chengdu
297,E02299,Ruby Rahman,Business Partner,Human Resources,Manufacturing,Female,Asian,62.0,12/5/2005,"$41,616 ",0%,United States,Seattle
298,E02300,Natalie Stewart,Network Engineer,IT,Corporate,Female,Caucasian,50.0,6/30/2003,"$92,344 ",0%,United States,Phoenix
299,E02301,Charlotte Lim,Vice President,Accounting,Manufacturing,Female,Asian,55.0,6/27/2006,"$196,614 ",37%,United States,Chicago
300,E02302,Elena Campos,Manager,IT,Research & Development,Female,Latino,47.0,2/6/2022,"$104,253 ",9%,United States,Seattle
301,E02303,Vivian Lim,IT Coordinator,IT,Specialty Products,Female,Asian,34.0,1/22/2021,"$44,677 ",0%,China,Chongqing
302,E02304,Madison Xu,Network Engineer,IT,Research & Development,Female,Asian,39.0,12/13/2017,"$66,463 ",0%,China,Chongqing
303,E02305,Ava Aguilar,Business Partner,Human Resources,Corporate,Female,Latino,35.0,12/17/2015,"$53,285 ",0%,United States,Columbus
304,E02306,Kayden Patel,Development Engineer,Engineering,Research & Development,Male,Asian,54.0,3/22/1997,"$67,683 ",0%,China,Beijing
305,E02307,Penelope Desai,Vice President,Finance,Manufacturing,Female,Asian,41.0,10/29/2018,"$238,155 ",38%,China,Shanghai
306,E02308,Henry Vang,Director,Sales,Corporate,Male,Asian,37.0,6/21/2019,"$173,630 ",24%,China,Chongqing
307,E02309,Eliana Turner,Sr. Analyst,Finance,Research & Development,Female,Black,29.0,1/27/2020,"$98,992 ",0%,United States,Miami
308,E02310,Charlotte Tran,Vice President,IT,Corporate,Female,Asian,64.0,4/11/2017,"$253,330 ",39%,United States,Austin
309,E02311,Everly Coleman,Sr. Manager,Sales,Corporate,Female,Caucasian,54.0,8/14/2011,"$158,403 ",14%,United States,Seattle
310,E02312,Matthew Harris,Sr. Manager,Accounting,Corporate,Male,Caucasian,36.0,3/27/2021,"$156,085 ",12%,United States,Miami
311,E02313,Emilia Barnes,Enterprise Architect,IT,Specialty Products,Female,Black,54.0,4/18/2013,"$80,129 ",0%,United States,Miami
312,E02314,Sophie Griffin,Account Representative,Sales,Research & Development,Female,Caucasian,56.0,1/9/2017,"$60,517 ",0%,United States,Columbus
313,E02315,Kai Phillips,Test Engineer,Engineering,Research & Development,Male,Caucasian,48.0,12/13/2016,"$72,315 ",0%,United States,Austin
314,E02316,Dylan Khan,Director,Human Resources,Manufacturing,Male,Asian,35.0,7/11/2015,"$153,815 ",19%,United States,Miami
315,E02317,Nevaeh Clark,Sr. Manager,Marketing,Specialty Products,Female,Black,32.0,8/16/2018,"$139,552 ",15%,United States,Miami
316,E02318,Carter Luu,Vice President,Marketing,Corporate,Male,Asian,25.0,10/20/2022,"$257,296 ",35%,United States,Austin
317,E02319,Jordan Ngo,Sr. Analyst,Finance,Manufacturing,Male,Asian,26.0,5/4/2020,"$91,372 ",0%,United States,Miami
318,E02320,Jackson Hu,Sr. Business Partner,Human Resources,Corporate,Male,Asian,53.0,6/5/2017,"$73,601 ",0%,China,Chengdu
319,E02321,Madelyn Kang,IT Systems Architect,IT,Corporate,Female,Asian,37.0,4/29/2013,"$71,871 ",0%,China,Chengdu
320,E02322,Everleigh Bell,Sr. Account Representative,Sales,Specialty Products,Female,Caucasian,31.0,2/7/2016,"$84,925 ",0%,United States,Austin
321,E02323,Eliana Trinh,Sr. Manager,IT,Manufacturing,Female,Asian,47.0,1/7/2010,"$155,600 ",14%,China,Chongqing
322,E02324,Oliver Ford,Manager,Sales,Research & Development,Male,Black,32.0,12/15/2018,"$101,564 ",6%,United States,Austin
323,E02325,Ryan Huang,Controls Engineer,Engineering,Research & Development,Male,Asian,40.0,10/12/2009,"$80,150 ",0%,United States,Phoenix
324,E02326,Gabriel Ahmed,HRIS Analyst,Human Resources,Corporate,Male,Asian,65.0,10/9/2021,"$73,996 ",0%,China,Chengdu
325,E02327,Ivy Rios,Network Architect,IT,Manufacturing,Female,Latino,25.0,1/18/2022,"$90,109 ",0%,United States,Seattle
326,E02328,Luca Hunter,Field Engineer,Engineering,Corporate,Male,Caucasian,39.0,6/27/2022,"$67,216 ",0%,United States,Phoenix
327,E02329,Claire Owens,Network Engineer,IT,Research & Development,Female,Caucasian,52.0,6/7/1998,"$75,402 ",0%,United States,Phoenix
328,E02330,Aubrey Maldonado,Automation Engineer,Engineering,Manufacturing,Female,Latino,38.0,6/13/2022,"$120,795 ",0%,Brazil,Sao Paulo
329,E02331,Elias Vasquez,Systems Analyst,IT,Specialty Products,Male,Latino,33.0,7/27/2015,"$44,012 ",0%,Brazil,Manaus
330,E02332,Melody Luu,Vice President,Finance,Research & Development,Female,Asian,28.0,4/3/2021,"$219,180 ",33%,China,Chongqing
331,E02333,Christopher Luu,Vice President,Engineering,Research & Development,Male,Asian,61.0,10/27/2005,"$258,700 ",32%,United States,Austin
332,E02334,James Han,Test Engineer,Engineering,Specialty Products,Male,Asian,32.0,1/7/2018,"$97,496 ",0%,United States,Miami
333,E02335,Jaxson Ayala,Vice President,Human Resources,Research & Development,Male,Latino,28.0,8/1/2020,"$239,270 ",38%,Brazil,Manaus
334,E02336,Levi James,Manager,IT,Specialty Products,Male,Caucasian,39.0,3/2/2012,"$103,466 ",5%,United States,Chicago
335,E02337,Grayson Carrillo,Sr. Analyst,Accounting,Corporate,Male,Latino,57.0,6/27/2001,"$74,662 ",0%,Brazil,Sao Paulo
336,E02338,Maverick Hwang,Vice President,Human Resources,Research & Development,Male,Asian,40.0,4/20/2015,"$227,816 ",33%,United States,Chicago
337,E02339,Noah Truong,Vice President,Sales,Manufacturing,Male,Asian,47.0,12/8/2013,"$246,680 ",39%,China,Beijing
338,E02340,Willow Guzman,Enterprise Architect,IT,Manufacturing,Female,Latino,43.0,6/26/2010,"$85,164 ",0%,Brazil,Sao Paulo
339,E02341,Rylee Howard,Sr. Manager,Finance,Manufacturing,Female,Black,33.0,8/18/2014,"$135,215 ",12%,United States,Miami
340,E02342,Ian Marquez,HRIS Analyst,Human Resources,Corporate,Male,Latino,31.0,1/14/2019,"$72,542 ",0%,United States,Chicago
341,E02343,Layla Owens,Vice President,IT,Research & Development,Female,Caucasian,47.0,2/7/2018,"$246,303 ",34%,United States,Columbus
342,E02344,Chloe Dixon,Vice President,Engineering,Corporate,Female,Caucasian,60.0,5/11/2021,"$186,400 ",40%,United States,Chicago
343,E02345,Emily Zheng,Solutions Architect,IT,Corporate,Female,Asian,50.0,12/6/2022,"$91,004 ",0%,China,Shanghai
344,E02346,Jayden Rogers,Manager,Sales,Research & Development,Male,Caucasian,41.0,12/14/2016,"$101,411 ",8%,United States,Seattle
345,E02347,Elizabeth Vasquez,Controls Engineer,Engineering,Specialty Products,Female,Latino,28.0,8/9/2020,"$111,779 ",0%,United States,Chicago
346,E02348,Samantha Ford,Technical Architect,IT,Manufacturing,Female,Caucasian,25.0,1/19/2022,"$86,075 ",0%,United States,Miami
347,E02349,Thomas Silva,Analyst,Finance,Specialty Products,Male,Latino,45.0,8/13/2015,"$52,798 ",0%,United States,Miami
348,E02350,Charlotte Park,Network Architect,IT,Specialty Products,Female,Asian,63.0,12/17/2020,"$96,136 ",0%,China,Shanghai
349,E02351,Liam Jimenez,Sr. Analyst,Marketing,Research & Development,Male,Latino,52.0,8/11/2002,"$95,682 ",0%,United States,Seattle
350,E02352,Ivy Liu,Analyst II,Marketing,Manufacturing,Female,Asian,59.0,5/29/1993,"$55,476 ",0%,China,Chongqing
351,E02353,Jayden Dixon,Vice President,Finance,Manufacturing,Male,Caucasian,30.0,1/14/2018,"$197,792 ",34%,United States,Austin
352,E02354,Nevaeh Butler,Field Engineer,Engineering,Research & Development,Female,Caucasian,55.0,7/10/2009,"$82,271 ",0%,United States,Chicago
353,E02355,Leonardo Li,Sr. Manager,Accounting,Specialty Products,Male,Asian,65.0,4/23/2009,"$155,716 ",12%,United States,Seattle
354,E02356,Kinsley Woods,HRIS Analyst,Human Resources,Corporate,Female,Caucasian,34.0,6/19/2014,"$71,699 ",0%,United States,Phoenix
355,E02357,Abigail Chu,Sr. Manager,Human Resources,Manufacturing,Female,Asian,51.0,4/17/2006,"$147,436 ",11%,United States,Austin
356,E02358,Ava Xiong,Sr. Business Partner,Human Resources,Manufacturing,Female,Asian,52.0,7/21/2019,"$88,220 ",0%,China,Shanghai
357,E02359,Olivia Marquez,Account Representative,Sales,Specialty Products,Female,Latino,44.0,4/6/2020,"$54,295 ",0%,United States,Columbus
358,E02360,Claire Vazquez,Vice President,Human Resources,Corporate,Female,Latino,44.0,6/12/2004,"$246,538 ",35%,United States,Miami
359,E02361,Christian Castro,IT Coordinator,IT,Specialty Products,Male,Latino,40.0,4/15/2006,"$43,645 ",0%,United States,Austin
360,E02362,Mason Oh,Manager,Human Resources,Manufacturing,Male,Asian,25.0,4/11/2022,"$125,644 ",7%,United States,Seattle
361,E02363,Violet Santiago,Service Desk Analyst,IT,Research & Development,Female,Latino,32.0,1/14/2018,"$78,414 ",0%,United States,Seattle
362,E02364,Lily Rios,Sr. Analyst,Marketing,Specialty Products,Female,Latino,45.0,1/25/2013,"$88,016 ",0%,Brazil,Rio de Janeiro
363,E02365,Kinsley Stewart,Computer Systems Manager,IT,Corporate,Female,Caucasian,56.0,9/7/2021,"$66,561 ",6%,United States,Chicago
364,E02366,Aria Molina,Development Engineer,Engineering,Research & Development,Female,Latino,52.0,10/24/2001,"$89,811 ",0%,Brazil,Rio de Janeiro
365,E02367,James Cheng,Manager,IT,Manufacturing,Male,Asian,49.0,5/26/2010,"$125,506 ",9%,United States,Seattle
366,E02368,Mila Vang,Analyst II,Finance,Manufacturing,Female,Asian,46.0,8/25/2009,"$56,409 ",0%,United States,Columbus
367,E02369,Alice Liu,Sr. Manager,Sales,Research & Development,Female,Asian,39.0,2/22/2012,"$122,058 ",14%,China,Beijing
368,E02370,Delilah Gonzalez,Sr. Analyst,Sales,Manufacturing,Female,Latino,55.0,3/29/1998,"$82,550 ",0%,United States,Chicago
369,E02371,Samuel Tang,System Administrator,IT,Manufacturing,Male,Asian,34.0,9/15/2012,"$93,760 ",0%,United States,Miami
370,E02372,Serenity Gray,Analyst,Sales,Research & Development,Female,Black,56.0,6/19/2012,"$55,008 ",0%,United States,Austin
371,E02373,Benjamin Estrada,Analyst II,Marketing,Research & Development,Male,Latino,56.0,9/28/2012,"$65,368 ",0%,United States,Seattle
372,E02374,Wesley Han,Test Engineer,Engineering,Research & Development,Male,Asian,62.0,4/20/2017,"$83,955 ",0%,United States,Phoenix
373,E02375,Nora Herrera,Vice President,Marketing,Specialty Products,Female,Latino,60.0,12/24/1997,"$231,907 ",38%,United States,Austin
374,E02376,Lincoln Harris,IT Systems Architect,IT,Manufacturing,Male,Caucasian,42.0,9/16/2009,"$97,628 ",0%,United States,Phoenix
375,E02377,Charles Gonzales,IT Systems Architect,IT,Manufacturing,Male,Latino,27.0,9/22/2020,"$88,142 ",0%,United States,Columbus
376,E02378,Athena Cheng,Test Engineer,Engineering,Corporate,Female,Asian,37.0,3/2/2020,"$83,465 ",0%,China,Beijing
377,E02379,David Garza,Director,IT,Manufacturing,Male,Latino,29.0,1/9/2022,"$197,731 ",15%,United States,Seattle
378,E02380,Hunter Doan,Sr. Manager,Accounting,Research & Development,Male,Asian,32.0,12/15/2014,"$151,758 ",12%,China,Beijing
379,E02381,Julian Lam,Director,Finance,Research & Development,Male,Asian,33.0,9/8/2013,"$164,340 ",15%,United States,Chicago
380,E02382,Sofia Estrada,Controls Engineer,Engineering,Specialty Products,Female,Latino,42.0,3/26/2006,"$104,916 ",0%,Brazil,Manaus
381,E02383,Jordan Chen,Analyst,Finance,Specialty Products,Male,Asian,60.0,1/22/1997,"$42,536 ",0%,United States,Columbus
382,E02384,Eloise Huang,Vice President,Finance,Research & Development,Female,Asian,51.0,4/5/2009,"$195,171 ",33%,United States,Seattle
383,E02385,Ivy Mehta,Business Partner,Human Resources,Manufacturing,Female,Asian,50.0,5/26/2020,"$45,290 ",0%,China,Chongqing
384,E02386,Eli Castillo,Vice President,Finance,Specialty Products,Male,Latino,50.0,12/11/2009,"$203,306 ",38%,United States,Seattle
385,E02387,Nolan Garcia,Analyst II,Sales,Specialty Products,Male,Latino,26.0,6/16/2022,"$66,865 ",0%,Brazil,Rio de Janeiro
386,E02388,Alexander Zhu,Network Architect,IT,Corporate,Male,Asian,30.0,10/17/2022,"$89,164 ",0%,United States,Phoenix
387,E02389,Victoria Wu,Sr. Analyst,Sales,Manufacturing,Female,Asian,35.0,10/28/2021,"$75,602 ",0%,United States,Miami
388,E02390,Mateo Jordan,Network Administrator,IT,Specialty Products,Male,Caucasian,44.0,2/13/2021,"$92,939 ",0%,United States,Austin
389,E02391,Everly Martin,Analyst II,Marketing,Specialty Products,Female,Black,26.0,5/28/2020,"$64,278 ",0%,United States,Columbus
390,E02392,Athena Castro,Solutions Architect,IT,Research & Development,Female,Latino,44.0,10/4/2013,"$72,176 ",0%,Brazil,Rio de Janeiro
391,E02393,Josephine White,Computer Systems Manager,IT,Corporate,Female,Caucasian,61.0,2/5/2010,"$87,758 ",9%,United States,Seattle
392,E02394,Nicholas Vo,Analyst II,Accounting,Corporate,Male,Asian,50.0,6/1/2002,"$54,646 ",0%,United States,Seattle
393,E02395,Jackson Sandoval,HRIS Analyst,Human Resources,Corporate,Male,Latino,61.0,1/26/2011,"$73,323 ",0%,United States,Austin
394,E02396,Olivia Turner,Director,Marketing,Specialty Products,Female,Caucasian,29.0,1/7/2021,"$151,492 ",21%,United States,Columbus
395,E02397,Cooper Rivera,Sr. Manager,Finance,Corporate,Male,Latino,42.0,12/26/2005,"$138,215 ",12%,Brazil,Manaus
396,E02398,Hailey Washington,Sr. Manager,Finance,Specialty Products,Female,Black,51.0,7/3/2013,"$135,578 ",10%,United States,Miami
397,E02399,Mia Vasquez,Test Engineer,Engineering,Research & Development,Female,Latino,27.0,12/2/2019,"$64,297 ",0%,Brazil,Manaus
398,E02400,Jose Grant,Development Engineer,Engineering,Corporate,Male,Caucasian,52.0,6/28/2021,"$94,857 ",0%,United States,Miami
399,E02401,Nathan Yee,Development Engineer,Engineering,Research & Development,Male,Asian,58.0,10/24/2009,"$77,196 ",0%,United States,Austin
400,E02402,Isabella Munoz,Director,Sales,Research & Development,Female,Latino,45.0,12/25/2002,"$193,154 ",18%,Brazil,Sao Paulo
